id,barangay_name,city_id
8088,Tablang,318
8089,Ventenilla,318
8090,Balite,319
8091,Buenavista,319
8092,Cadanglaan,319
8093,Estipona,319
8094,Linao,319
8095,Maasin,319
8096,Matindeg,319
8097,Maungib,319
8098,Naya,319
8099,Nilasin 1st,319
8100,Nilasin 2nd,319
8101,Poblacion 1,319
8102,Poblacion 2,319
8103,Poblacion 3,319
8104,Poroc,319
8105,Singat,319
8106,Coral-Iloco,320
8107,Guiteb,320
8108,Pance,320
8109,Poblacion Center,320
8110,Poblacion North,320
8111,Poblacion South,320
8112,San Juan,320
8113,San Raymundo,320
8114,Toledo,320
8115,Balloc,321
8116,Bamban,321
8117,Casipo,321
8118,Catagudingan,321
8119,Daldalayap,321
8120,Doclong 1,321
8121,Doclong 2,321
8122,Maasin,321
8123,Nagsabaran,321
8124,Pit-ao,321
8125,Poblacion Norte,321
8126,Poblacion Sur,321
8127,Colubot,322
8128,Lanat,322
8129,Legaspi,322
8130,Mangandingay,322
8131,Matarannoc,322
8132,Pacpaco,322
8133,Poblacion,322
8134,Salcedo,322
8135,San Agustin,322
8136,San Felipe,322
8137,San Jacinto,322
8138,San Miguel,322
8139,San Narciso,322
8140,San Vicente,322
8141,Santa Maria,322
8142,Baldios,323
8143,Botbotones,323
8144,Caanamongan,323
8145,Cabaruan,323
8146,Cabugbugan,323
8147,Caduldulaoan,323
8148,Calipayan,323
8149,Macaguing,323
8150,Nambalan,323
8151,Padapada,323
8152,Pilpila,323
8153,Pinpinas,323
8154,Poblacion East,323
8155,Poblacion West,323
8156,Pugo-Cecilio,323
8157,San Francisco,323
8158,San Sotero,323
8159,San Vicente,323
8160,Santa Ines Centro,323
8161,Santa Ines East,323
8162,Santa Ines West,323
8163,Taguiporo,323
8164,Timmaguab,323
8165,Vargas,323
8166,Aguso,324
8167,Alvindia Segundo,324
8168,Amucao,324
8169,Armenia,324
8170,Asturias,324
8171,Atioc,324
8172,Balanti,324
8173,Balete,324
8174,Balibago I,324
8175,Balibago II,324
8176,Balingcanaway,324
8177,Banaba,324
8178,Bantog,324
8179,Baras-baras,324
8180,Batang-batang,324
8181,Binauganan,324
8182,Bora,324
8183,Buenavista,324
8184,Buhilit (Bubulit),324
8185,Burot,324
8186,Calingcuan,324
8187,Capehan,324
8188,Carangian,324
8189,Central,324
8190,Culipat,324
8191,Cut-cut I,324
8192,Cut-cut II,324
8193,Dalayap,324
8194,Dela Paz,324
8195,Dolores,324
8196,Laoang,324
8197,Ligtasan,324
8198,Lourdes,324
8199,Mabini,324
8200,Maligaya,324
8201,Maliwalo,324
8202,Mapalacsiao,324
8203,Mapalad,324
8204,Matatalaib,324
8205,Paraiso,324
8206,Poblacion,324
8207,San Carlos,324
8208,San Francisco,324
8209,San Isidro,324
8210,San Jose,324
8211,San Jose de Urquico,324
8212,San Juan de Mata,324
8213,San Luis,324
8214,San Manuel,324
8215,San Miguel,324
8216,San Nicolas,324
8217,San Pablo,324
8218,San Pascual,324
8219,San Rafael,324
8220,San Roque,324
8221,San Sebastian,324
8222,San Vicente,324
8223,Santa Cruz (Alvindia Primero),324
8224,Santa Maria,324
8225,Santo Cristo,324
8226,Santo Domingo,324
8227,Santo Niño,324
8228,Sapang Maragul,324
8229,Sapang Tagalog,324
8230,Sepung Calzada,324
8231,Sinait,324
8232,Suizo,324
8233,Tariji,324
8234,Tibag,324
8235,Tibagan,324
8236,Trinidad (Trinidad Primero),324
8237,Ungot,324
8238,Matadero,324
8239,Salapungan,324
8240,Villa Bacolor,324
8241,Care,324
8242,Baculong,325
8243,Balayang,325
8244,Balbaloto,325
8245,Bangar,325
8246,Bantog,325
8247,Batangbatang,325
8248,Bulo,325
8249,Cabuluan,325
8250,Calibungan,325
8251,Canarem,325
8252,Cruz,325
8253,Lalapac,325
8254,Maluid,325
8255,Mangolago,325
8256,Masalasa,325
8257,Palacpalac,325
8258,San Agustin,325
8259,San Andres,325
8260,San Fernando (Pob.),325
8261,San Francisco,325
8262,San Gavino (Pob.),325
8263,San Jacinto,325
8264,San Nicolas (Pob.),325
8265,San Vicente,325
8266,Santa Barbara,325
8267,Santa Lucia (Pob.),325
8268,Burgos,326
8269,David,326
8270,Iba,326
8271,Labney,326
8272,Lawacamulag,326
8273,Lubigan,326
8274,Maamot,326
8275,Mababanaba,326
8276,Moriones,326
8277,Pao,326
8278,San Juan de Valdez,326
8279,Sula,326
8280,Villa Aglipay,326
8281,Bangan,327
8282,Batonlapoc,327
8283,Beneg,327
8284,Capayawan,327
8285,Carael,327
8286,Danacbunga,327
8287,Maguisguis,327
8288,Mambog,327
8289,Moraza,327
8290,Paco (Pob.),327
8291,Panan,327
8292,Parel,327
8293,Paudpod,327
8294,Poonbato,327
8295,Porac,327
8296,San Isidro,327
8297,San Juan,327
8298,San Miguel,327
8299,Santiago,327
8300,Tampo (Pob.),327
8301,Taugtog,327
8302,Villar,327
8303,Bancal,327
8304,Belbel,327
8305,Binuclutan,327
8306,Burgos,327
8307,Cabatuan,327
8308,Malomboy,327
8309,Nacolcol,327
8310,Owaog-Nibloc,327
8311,Palis,327
8312,Anonang,328
8313,Apo-apo,328
8314,Arew,328
8315,Banuambayo (Pob.),328
8316,Cadmang-Reserva,328
8317,Camiling (Camiing),328
8318,Casabaan,328
8319,Dolores (Pob.),328
8320,Del Carmen (Pob.),328
8321,Laoag,328
8322,Lomboy,328
8323,Longos,328
8324,Mabanglit,328
8325,New San Juan,328
8326,San Antonio,328
8327,San Isidro,328
8328,San Juan (Pob.),328
8329,San Rafael,328
8330,Santa Rita,328
8331,Santo Niño,328
8332,Tondo,328
8333,Felmida-Diaz,328
8334,Babancal,329
8335,Binabalian,329
8336,Catol,329
8337,Dampay,329
8338,Lauis,329
8339,Libertador,329
8340,Malabon (San Roque),329
8341,Malimanga,329
8342,Pamibian,329
8343,Panayonan,329
8344,Pinagrealan,329
8345,Poblacion,329
8346,Sinabacan,329
8347,Taposo,329
8348,Uacon,329
8349,Yamot,329
8350,Balaybay,330
8351,Buenavista,330
8352,Del Pilar,330
8353,Looc,330
8354,Magsaysay,330
8355,Nagbayan,330
8356,Nagbunga,330
8357,San Agustin,330
8358,San Jose (Pob.),330
8359,San Juan (Pob.),330
8360,San Nicolas,330
8361,San Pablo (Pob.),330
8362,San Roque,330
8363,Santa Maria,330
8364,Amungan,331
8365,Zone 2 Pob. (Aypa),331
8366,Zone 5 Pob. (Bano),331
8367,Bangantalinga,331
8368,Zone 6 Pob. (Baytan),331
8369,Zone 3 Pob. (Botlay),331
8370,Dirita-Baloguen,331
8371,Zone 1 Pob. (Libaba),331
8372,Lipay-Dingin-Panibuatan,331
8373,Palanginan (Palanguinan-Tambak),331
8374,Zone 4 Pob. (Sagapan),331
8375,San Agustin,331
8376,Santa Barbara,331
8377,Santo Rosario,331
8378,Baloganon,332
8379,Bamban,332
8380,Bani,332
8381,Collat,332
8382,Inhobol,332
8383,North Poblacion,332
8384,San Lorenzo,332
8385,San Salvador,332
8386,Santa Rita,332
8387,Santo Rosario,332
8388,South Poblacion,332
8389,Taltal,332
8390,Tapuac,332
8391,Asinan,333
8392,Banicain,333
8393,Barreto,333
8394,East Bajac-bajac,333
8395,East Tapinac,333
8396,Gordon Heights,333
8397,Kalaklan,333
8398,New Kalalake,333
8399,Mabayuan,333
8400,New Cabalan,333
8401,New Ilalim,333
8402,New Kababae,333
8403,Pag-asa,333
8404,Santa Rita,333
8405,West Bajac-bajac,333
8406,West Tapinac,333
8407,Old Cabalan,333
8408,Alwa,334
8409,Bato,334
8410,Bulawen,334
8411,Cauyan,334
8412,Garreta,334
8413,Libaba,334
8414,Liozon,334
8415,Lipay,334
8416,Locloc,334
8417,Macarang,334
8418,Magalawa,334
8419,Pangolingan,334
8420,East Poblacion,334
8421,West Poblacion,334
8422,Salaza,334
8423,San Juan,334
8424,Santo Niño,334
8425,Santo Tomas,334
8426,Tition (San Vicente),334
8427,Angeles,335
8428,Antipolo (Pob.),335
8429,Burgos (Pob.),335
8430,West Dirita,335
8431,East Dirita,335
8432,Luna (Pob.),335
8433,Pundaquit,335
8434,San Esteban,335
8435,San Gregorio (Pob.),335
8436,San Juan (Pob.),335
8437,San Miguel,335
8438,San Nicolas (Pob.),335
8439,Santiago,335
8440,Rizal,335
8441,Amagna (Pob.),336
8442,Apostol (Pob.),336
8443,Balincaguing,336
8444,Farañal (Pob.),336
8445,Feria (Pob.),336
8446,Maloma,336
8447,Manglicmot (Pob.),336
8448,Rosete (Pob.),336
8449,San Rafael,336
8450,Santo Niño,336
8451,Sindol,336
8452,Aglao,337
8453,Buhawen,337
8454,Burgos (Pob.),337
8455,Consuelo Norte,337
8456,Consuelo Sur (Pob.),337
8457,La Paz (Pob.),337
8458,Laoag,337
8459,Linasin,337
8460,Linusungan,337
8461,Lucero (Pob.),337
8462,Nagbunga,337
8463,Rizal (Pob.),337
8464,San Guillermo (Pob.),337
8465,San Isidro (Pob.),337
8466,San Rafael,337
8467,Santa Fe,337
8468,Central (Pob.),337
8469,Rabanes,337
8470,Alusiis,338
8471,Beddeng,338
8472,Candelaria (Pob.),338
8473,Dallipawen,338
8474,Grullo,338
8475,La Paz,338
8476,Libertad (Pob.),338
8477,Namatacan,338
8478,Natividad (Pob.),338
8479,Paite,338
8480,Patrocinio (Pob.),338
8481,San Jose (Pob.),338
8482,San Juan (Pob.),338
8483,San Pascual (Pob.),338
8484,San Rafael (Pob.),338
8485,Siminublan,338
8486,Omaya,338
8487,Babuyan,339
8488,Bolitoc,339
8489,Bangcol,339
8490,Bayto,339
8491,Biay,339
8492,Canaynayan,339
8493,Gama,339
8494,Guinabon,339
8495,Guisguis,339
8496,Lipay,339
8497,Lomboy,339
8498,Lucapon North,339
8499,Lucapon South,339
8500,Malabago,339
8501,Naulo,339
8502,Poblacion North,339
8503,Pagatpat,339
8504,Pamonoran,339
8505,Sabang,339
8506,San Fernando,339
8507,Poblacion South,339
8508,Tabalong,339
8509,Tubotubo North,339
8510,Tubotubo South,339
8511,Bulawon,339
8512,Aningway Sacatihan,340
8513,Asinan Poblacion,340
8514,Asinan Proper,340
8515,Baraca-Camachile (Pob.),340
8516,Batiawan,340
8517,Calapacuan,340
8518,Calapandayan (Pob.),340
8519,Cawag,340
8520,Ilwas (Pob.),340
8521,Mangan-Vaca,340
8522,Matain,340
8523,Naugsol,340
8524,Pamatawan,340
8525,San Isidro,340
8526,Santo Tomas,340
8527,Wawandue (Pob.),340
8528,Barangay I (Pob.),341
8529,Barangay II (Pob.),341
8530,Barangay III (Pob.),341
8531,Barangay IV (Pob.),341
8532,Barangay V (Pob.),341
8533,Buhangin,341
8534,Calabuanan,341
8535,Obligacion,341
8536,Pingit,341
8537,Reserva,341
8538,Sabang,341
8539,Suclayin,341
8540,Zabali,341
8541,Barangay 1 (Pob.),342
8542,Barangay 2 (Pob.),342
8543,Barangay 3 (Pob.),342
8544,Barangay 4 (Pob.),342
8545,Barangay 5 (Pob.),342
8546,Barangay 6 (Pob.),342
8547,Barangay 7 (Pob.),342
8548,Barangay 8 (Pob.),342
8549,Calabgan,342
8550,Calangcuasan,342
8551,Calantas,342
8552,Culat,342
8553,Dibet,342
8554,Esperanza,342
8555,Lual,342
8556,Marikit,342
8557,Tabas,342
8558,Tinib,342
8559,Bianuan,342
8560,Cozo,342
8561,Dibacong,342
8562,Ditinagyan,342
8563,Esteves,342
8564,San Ildefonso,342
8565,Diagyan,343
8566,Dicabasan,343
8567,Dilaguidi,343
8568,Dimaseset,343
8569,Diniog,343
8570,Lawang,343
8571,Maligaya (Pob.),343
8572,Manggitahan,343
8573,Masagana (Pob.),343
8574,Ura,343
8575,Esperanza,343
8576,Abuleg,344
8577,Zone I (Pob.),344
8578,Zone II (Pob.),344
8579,Nipoo (Bulo),344
8580,Dibaraybay,344
8581,Ditawini,344
8582,Mapalad,344
8583,Paleg,344
8584,Simbahan,344
8585,Aplaya,345
8586,Butas Na Bato,345
8587,Cabog (Matawe),345
8588,Caragsacan,345
8589,Davildavilan,345
8590,Dikapanikian,345
8591,Ibona,345
8592,Paltic,345
8593,Poblacion,345
8594,Tanawan,345
8595,Umiray (Malamig),345
8596,Bayabas,346
8597,Buenavista,346
8598,Borlongan,346
8599,Calaocan,346
8600,Dianed,346
8601,Diarabasin,346
8602,Dibutunan,346
8603,Dimabuno,346
8604,Dinadiawan,346
8605,Ditale,346
8606,Gupa,346
8607,Ipil,346
8608,Laboy,346
8609,Lipit,346
8610,Lobbot,346
8611,Maligaya,346
8612,Mijares,346
8613,Mucdol,346
8614,North Poblacion,346
8615,Puangi,346
8616,Salay,346
8617,Sapangkawayan,346
8618,South Poblacion,346
8619,Toytoyan,346
8620,Diamanen,346
8621,Alcala,347
8622,Bagtu,347
8623,Bangco,347
8624,Bannawag,347
8625,Barangay I (Pob.),347
8626,Barangay II (Pob.),347
8627,Barangay III (Pob.),347
8628,Barangay IV (Pob.),347
8629,Baubo,347
8630,Bayanihan,347
8631,Bazal,347
8632,Cabituculan East,347
8633,Cabituculan West,347
8634,Debucao,347
8635,Decoliat,347
8636,Detailen,347
8637,Diaat,347
8638,Dialatman,347
8639,Diaman,347
8640,Dianawan,347
8641,Dikildit,347
8642,Dimanpudso,347
8643,Diome,347
8644,Estonilo,347
8645,Florida,347
8646,Galintuja,347
8647,Cadayacan,347
8648,Malasin,347
8649,Ponglo,347
8650,Quirino,347
8651,Ramada,347
8652,San Joaquin,347
8653,San Jose,347
8654,San Leonardo,347
8655,Santa Lucia,347
8656,Santo Tomas,347
8657,Suguit,347
8658,Villa Aurora,347
8659,Wenceslao,347
8660,San Juan,347
8661,Bacong,348
8662,Barangay I (Pob.),348
8663,Barangay II (Pob.),348
8664,Barangay III (Pob.),348
8665,Barangay IV (Pob.),348
8666,Dibalo,348
8667,Dibayabay,348
8668,Dibut,348
8669,Dikapinisan,348
8670,Dimanayat,348
8671,Diteki,348
8672,Ditumabo,348
8673,L. Pimentel,348
8674,Nonong Senior,348
8675,Real,348
8676,San Isidro,348
8677,San Jose,348
8678,Zarah,348
8679,Adia,349
8680,Bagong Sikat,349
8681,Balangon,349
8682,Bilibinwang,349
8683,Bangin,349
8684,Barigon,349
8685,Coral Na Munti,349
8686,Guitna,349
8687,Mabini,349
8688,Pamiga,349
8689,Panhulan,349
8690,Pansipit,349
8691,Poblacion,349
8692,Pook,349
8693,San Jacinto,349
8694,San Teodoro,349
8695,Santa Cruz,349
8696,Santo Tomas,349
8697,Subic Ibaba,349
8698,Subic Ilaya,349
8699,Banyaga,349
8700,Balagbag,350
8701,Concepcion,350
8702,Concordia,350
8703,Dalipit East,350
8704,Dalipit West,350
8705,Dominador East,350
8706,Dominador West,350
8707,Munlawin Sur,350
8708,Munlawin Norte,350
8709,Muzon Primero,350
8710,Muzon Segundo,350
8711,Pinagkurusan,350
8712,Ping-As,350
8713,Poblacion East,350
8714,Poblacion West,350
8715,San Jose,350
8716,Santa Cruz,350
8717,Tadlac,350
8718,San Juan,350
8719,Baclaran,351
8720,Barangay 1 (Pob.),351
8721,Barangay 10 (Pob.),351
8722,Barangay 11 (Pob.),351
8723,Barangay 12 (Pob.),351
8724,Barangay 2 (Pob.),351
8725,Barangay 3 (Pob.),351
8726,Barangay 4 (Pob.),351
8727,Barangay 5 (Pob.),351
8728,Barangay 6 (Pob.),351
8729,Barangay 7 (Pob.),351
8730,Barangay 8 (Pob.),351
8731,Barangay 9 (Pob.),351
8732,Calan,351
8733,Caloocan,351
8734,Calzada,351
8735,Canda,351
8736,Carenahan,351
8737,Caybunga,351
8738,Cayponce,351
8739,Dalig,351
8740,Dao,351
8741,Dilao,351
8742,Duhatan,351
8743,Durungao,351
8744,Gimalas,351
8745,Gumamela,351
8746,Lagnas,351
8747,Lanatan,351
8748,Langgangan,351
8749,Lucban Putol,351
8750,Lucban Pook,351
8751,Magabe,351
8752,Malalay,351
8753,Munting Tubig,351
8754,Navotas,351
8755,Patugo,351
8756,Palikpikan,351
8757,Pooc,351
8758,Sambat,351
8759,Sampaga,351
8760,San Juan,351
8761,San Piro,351
8762,Santol,351
8763,Sukol,351
8764,Tactac,351
8765,Taludtud,351
8766,Tanggoy,351
8767,Alangilan,352
8768,Calawit,352
8769,Looc,352
8770,Magapi,352
8771,Makina,352
8772,Malabanan,352
8773,Paligawan,352
8774,Palsara,352
8775,Poblacion,352
8776,Sala,352
8777,Sampalocan,352
8778,Solis,352
8779,San Sebastian,352
8780,Alangilan,353
8781,Balagtas,353
8782,Balete,353
8783,Banaba Center,353
8784,Banaba Kanluran,353
8785,Banaba Silangan,353
8786,Banaba Ibaba,353
8787,Bilogo,353
8788,Maapas,353
8789,Bolbok,353
8790,Bukal,353
8791,Calicanto,353
8792,Catandala,353
8793,Concepcion,353
8794,Conde Itaas,353
8795,Conde Labak,353
8796,Cuta,353
8797,Dalig,353
8798,Dela Paz,353
8799,Dela Paz Pulot Aplaya,353
8800,Dela Paz Pulot Itaas,353
8801,Domoclay,353
8802,Dumantay,353
8803,Gulod Itaas,353
8804,Gulod Labak,353
8805,Haligue Kanluran,353
8806,Haligue Silangan,353
8807,Ilihan,353
8808,Kumba,353
8809,Kumintang Ibaba,353
8810,Kumintang Ilaya,353
8811,Libjo,353
8812,"Liponpon, Isla Verde",353
8813,Mahabang Dahilig,353
8814,Mahabang Parang,353
8815,Mahacot Silangan,353
8816,Mahacot Kanluran,353
8817,Malalim,353
8818,Malibayo,353
8819,Malitam,353
8820,Maruclap,353
8821,Mabacong (Matoco),353
8822,Pagkilatan,353
8823,Paharang Kanluran,353
8824,Paharang Silangan,353
8825,Pallocan Silangan,353
8826,Pallocan Kanluran,353
8827,Pinamucan,353
8828,Pinamucan Ibaba,353
8829,Pinamucan Silangan,353
8830,Barangay 1 (Pob.),353
8831,Barangay 10 (Pob.),353
8832,Barangay 11 (Pob.),353
8833,Barangay 12 (Pob.),353
8834,Barangay 13 (Pob.),353
8835,Barangay 14 (Pob.),353
8836,Barangay 15 (Pob.),353
8837,Barangay 16 (Pob.),353
8838,Barangay 17 (Pob.),353
8839,Barangay 18 (Pob.),353
8840,Barangay 19 (Pob.),353
8841,Barangay 2 (Pob.),353
8842,Barangay 20 (Pob.),353
8843,Barangay 21 (Pob.),353
8844,Barangay 22 (Pob.),353
8845,Barangay 23 (Pob.),353
8846,Barangay 24 (Pob.),353
8847,Barangay 3 (Pob.),353
8848,Barangay 4 (Pob.),353
8849,Barangay 5 (Pob.),353
8850,Barangay 6 (Pob.),353
8851,Barangay 7 (Pob.),353
8852,Barangay 8 (Pob.),353
8853,Barangay 9 (Pob.),353
8854,Sampaga,353
8855,"San Agapito, Isla Verde",353
8856,"San Agustin Kanluran, Isla Verde",353
8857,"San Agustin Silangan, Isla Verde",353
8858,"San Andres, Isla Verde",353
8859,"San Antonio, Isla Verde",353
8860,San Isidro,353
8861,San Jose Sico,353
8862,San Miguel,353
8863,San Pedro,353
8864,Santa Clara,353
8865,Santa Rita Aplaya,353
8866,Santa Rita Karsada,353
8867,Santo Domingo,353
8868,Santo Niño,353
8869,Simlong,353
8870,Sirang Lupa,353
8871,Sorosoro Ibaba,353
8872,Sorosoro Ilaya,353
8873,Sorosoro Karsada,353
8874,Tabangao Aplaya (Tabangao Proper),353
8875,Tabangao Ambulong,353
8876,Tabangao Dao,353
8877,Talahib Pandayan,353
8878,Talahib Payapa,353
8879,Talumpok Kanluran,353
8880,Talumpok Silangan,353
8881,Tinga Itaas,353
8882,Tinga Labak,353
8883,Tulo,353
8884,Wawa,353
8885,Alagao,354
8886,Aplaya,354
8887,As-Is,354
8888,Bagong Silang,354
8889,Baguilawa,354
8890,Balayong,354
8891,Barangay I (Pob.),354
8892,Barangay II (Pob.),354
8893,Barangay III (Pob.),354
8894,Barangay IV (Pob.),354
8895,Bolo,354
8896,Colvo,354
8897,Cupang,354
8898,Durungao,354
8899,Gulibay,354
8900,Inicbulan,354
8901,Locloc,354
8902,Magalang-Galang,354
8903,Malindig,354
8904,Manalupong,354
8905,Manghinao Proper,354
8906,Manghinao Uno,354
8907,New Danglayan,354
8908,Orense,354
8909,Pitugo,354
8910,Rizal,354
8911,Sampaguita,354
8912,San Agustin,354
8913,San Andres Proper,354
8914,San Andres Uno,354
8915,San Diego,354
8916,San Miguel,354
8917,San Pablo,354
8918,San Pedro,354
8919,San Roque,354
8920,San Teodoro,354
8921,San Vicente,354
8922,Santa Maria,354
8923,Santo Domingo,354
8924,Sinala,354
8925,Bagong Tubig,355
8926,Baclas,355
8927,Balimbing,355
8928,Bambang,355
8929,Barangay 1 (Pob.),355
8930,Barangay 2 (Pob.),355
8931,Barangay 3 (Pob.),355
8932,Barangay 4 (Pob.),355
8933,Barangay 5 (Pob.),355
8934,Barangay 6 (Pob.),355
8935,Bisaya,355
8936,Cahil,355
8937,Caluangan,355
8938,Calantas,355
8939,Camastilisan,355
8940,Coral Ni Lopez (Sugod),355
8941,Coral Ni Bacal,355
8942,Dacanlao,355
8943,Dila,355
8944,Loma,355
8945,Lumbang Calzada,355
8946,Lumbang Na Bata,355
8947,Lumbang Na Matanda,355
8948,Madalunot,355
8949,Makina,355
8950,Matipok,355
8951,Munting Coral,355
8952,Niyugan,355
8953,Pantay,355
8954,Puting Bato West,355
8955,Puting Kahoy,355
8956,Puting Bato East,355
8957,Quisumbing,355
8958,Salong,355
8959,San Rafael,355
8960,Sinisian,355
8961,Taklang Anak,355
8962,Talisay,355
8963,Tamayo,355
8964,Timbain,355
8965,Bagong Silang,356
8966,Baha,356
8967,Balibago,356
8968,Balitoc,356
8969,Biga,356
8970,Bucal,356
8971,Carlosa,356
8972,Carretunan,356
8973,Encarnacion,356
8974,Gulod,356
8975,Hukay,356
8976,Lucsuhin,356
8977,Luya,356
8978,Paraiso,356
8979,Barangay 1 (Pob.),356
8980,Barangay 2 (Pob.),356
8981,Barangay 3 (Pob.),356
8982,Barangay 4 (Pob.),356
8983,Quilitisan,356
8984,Real,356
8985,Sambungan,356
8986,Santa Ana,356
8987,Talibayog,356
8988,Talisay,356
8989,Tanagan,356
8990,Balagbag,357
8991,Bungahan,357
8992,Calumayin,357
8993,Dalipit East,357
8994,Dalipit West,357
8995,Dita,357
8996,Don Juan,357
8997,Emmanuel,357
8998,Ibabao,357
8999,Labac,357
9000,Pinagkaisahan,357
9001,San Felipe,357
9002,San Isidro,357
9003,Barangay 1 (Pob.),357
9004,Barangay 2 (Pob.),357
9005,Barangay 3 (Pob.),357
9006,Barangay 4 (Pob.),357
9007,Barangay 5 (Pob.),357
9008,Barangay 6 (Pob.),357
9009,Barangay 7 (Pob.),357
9010,Barangay 8 (Pob.),357
9011,Bago,358
9012,Balanga,358
9013,Bungahan,358
9014,Calamias,358
9015,Catandala,358
9016,Coliat,358
9017,Dayapan,358
9018,Lapu-lapu,358
9019,Lucsuhin,358
9020,Mabalor,358
9021,Malainin,358
9022,Matala,358
9023,Munting-Tubig,358
9024,Palindan,358
9025,Pangao,358
9026,Panghayaan,358
9027,Poblacion,358
9028,Quilo,358
9029,Sabang,358
9030,Salaban I,358
9031,San Agustin,358
9032,Sandalan,358
9033,Santo Niño,358
9034,Talaibon,358
9035,Tulay Na Patpat,358
9036,Salaban II,358
9037,As-Is,359
9038,Balakilong,359
9039,Berinayan,359
9040,Bugaan East,359
9041,Bugaan West,359
9042,Buso-buso,359
9043,Dayap Itaas,359
9044,Gulod,359
9045,J. Leviste,359
9046,Molinete,359
9047,Niyugan,359
9048,Paliparan,359
9049,Barangay 1 (Pob.),359
9050,Barangay 2 (Pob.),359
9051,Barangay 3 (Pob.),359
9052,Barangay 4 (Pob.),359
9053,Barangay 5 (Pob.),359
9054,San Gabriel,359
9055,San Gregorio,359
9056,Santa Maria,359
9057,Ticub,359
9058,Anak-Dagat,360
9059,Arumahan,360
9060,Ayao-iyao,360
9061,Bagong Pook,360
9062,Bagong Sikat,360
9063,Balanga,360
9064,Bukal,360
9065,Cahilan I,360
9066,Cahilan II,360
9067,Dayapan,360
9068,Dita,360
9069,Gulod,360
9070,Lucky,360
9071,Maguihan,360
9072,Mahabang Dahilig,360
9073,Mahayahay,360
9074,Maigsing Dahilig,360
9075,Maligaya,360
9076,Malinis,360
9077,Masalisi,360
9078,Mataas Na Bayan,360
9079,Matingain I,360
9080,Matingain II,360
9081,Mayasang,360
9082,Niugan,360
9083,Nonong Casto,360
9084,Palanas,360
9085,Payapa Ibaba,360
9086,Payapa Ilaya,360
9087,District I (Pob.),360
9088,District II (Pob.),360
9089,District III (Pob.),360
9090,District IV (Pob.),360
9091,Rizal,360
9092,Sambal Ibaba,360
9093,Sambal Ilaya,360
9094,San Isidro Ibaba,360
9095,San Isidro Itaas,360
9096,Sangalang,360
9097,Talaga,360
9098,Tubigan,360
9099,Tubuan,360
9100,Wawa Ibaba,360
9101,Wawa Ilaya,360
9102,Sinisian East,360
9103,Sinisian West,360
9104,Bagong Pook,361
9105,Balibago,361
9106,Binubusan,361
9107,Bungahan,361
9108,Cumba,361
9109,Humayingan,361
9110,Kapito,361
9111,Lumaniag,361
9112,Luyahan,361
9113,Malaruhatan,361
9114,Matabungkay,361
9115,Barangay 1 (Pob.),361
9116,Barangay 2 (Pob.),361
9117,Barangay 3 (Pob.),361
9118,Barangay 4 (Pob.),361
9119,Barangay 5 (Pob.),361
9120,Prenza,361
9121,Puting-Kahoy,361
9122,San Diego,361
9123,Adya,362
9124,Anilao,362
9125,Anilao-Labac,362
9126,Antipolo Del Norte,362
9127,Antipolo Del Sur,362
9128,Bagong Pook,362
9129,San Sebastian (Balagbag),362
9130,Balintawak,362
9131,Banaybanay,362
9132,Bolbok,362
9133,Bugtong na Pulo,362
9134,Bulacnin,362
9135,Bulaklakan,362
9136,Calamias,362
9137,Cumba,362
9138,Dagatan,362
9139,Duhatan,362
9140,Halang,362
9141,Inosloban,362
9142,Kayumanggi,362
9143,Latag,362
9144,Lodlod,362
9145,Lumbang,362
9146,Mabini,362
9147,Malagonlong,362
9148,Malitlit,362
9149,Marauoy,362
9150,Mataas Na Lupa,362
9151,Munting Pulo,362
9152,Pagolingin Bata,362
9153,Pagolingin East,362
9154,Pagolingin West,362
9155,Pangao,362
9156,Pinagkawitan,362
9157,Pinagtongulan,362
9158,Plaridel,362
9159,Poblacion Barangay 1,362
9160,Poblacion Barangay 10,362
9161,Poblacion Barangay 11,362
9162,Poblacion Barangay 2,362
9163,Poblacion Barangay 3,362
9164,Poblacion Barangay 4,362
9165,Poblacion Barangay 5,362
9166,Poblacion Barangay 6,362
9167,Poblacion Barangay 7,362
9168,Poblacion Barangay 8,362
9169,Poblacion Barangay 9,362
9170,Pusil,362
9171,Quezon,362
9172,Rizal,362
9173,Sabang,362
9174,Sampaguita,362
9175,San Benito,362
9176,San Carlos,362
9177,San Celestino,362
9178,San Francisco,362
9179,San Guillermo,362
9180,San Jose,362
9181,San Lucas,362
9182,San Salvador,362
9183,Sapac,362
9184,Sico,362
9185,Santo Niño,362
9186,Santo Toribio,362
9187,Talisay,362
9188,Tambo,362
9189,Tangob,362
9190,Tanguay,362
9191,Tibig,362
9192,Tipacan,362
9193,Poblacion Barangay 9-A,362
9194,Barangay 12 (Pob.),362
9195,Apar,363
9196,Balatbat,363
9197,Balibago,363
9198,Banalo,363
9199,Biga,363
9200,Bignay,363
9201,Calo,363
9202,Calumpit,363
9203,Fabrica,363
9204,Jaybanga,363
9205,Lagadlarin,363
9206,Mabilog Na Bundok,363
9207,Malabrigo,363
9208,Malalim Na Sanog,363
9209,Malapad Na Parang,363
9210,Masaguitsit,363
9211,Nagtalongtong,363
9212,Nagtoctoc,363
9213,Olo-olo,363
9214,Pinaghawanan,363
9215,San Miguel,363
9216,San Nicolas,363
9217,Sawang,363
9218,Soloc,363
9219,Tayuman,363
9220,Poblacion,363
