id,barangay_name,city_id
23612,Dapdap,894
23613,Esperanza,894
23614,Lanao,894
23615,Lower Poblacion,894
23616,Moabog,894
23617,Montserrat,894
23618,San Isidro,894
23619,San Juan,894
23620,Upper Poblacion,894
23621,Villahermosa,894
23622,Imelda,894
23623,Anislag,895
23624,Anopog,895
23625,Binabag,895
23626,Buhingtubig,895
23627,Busay,895
23628,Butong,895
23629,Cabiangon,895
23630,Camugao,895
23631,Duangan,895
23632,Guimbawian,895
23633,Lamac,895
23634,Lut-od,895
23635,Mangoto,895
23636,Opao,895
23637,Pandacan,895
23638,Poblacion,895
23639,Punod,895
23640,Rizal,895
23641,Sacsac,895
23642,Sambagon,895
23643,Sibago,895
23644,Tajao,895
23645,Tangub,895
23646,Tanibag,895
23647,Tupas,895
23648,Tutay,895
23649,Adela,896
23650,Altavista,896
23651,Cagcagan,896
23652,Cansabusab,896
23653,Daan Paz,896
23654,Eastern Poblacion,896
23655,Esperanza,896
23656,Libertad,896
23657,Mabini,896
23658,Mercedes,896
23659,Pagsa,896
23660,Paz,896
23661,Rizal,896
23662,San Jose,896
23663,Santa Rita,896
23664,Teguis,896
23665,Western Poblacion,896
23666,Butong,897
23667,Can-abuhon,897
23668,Canduling,897
23669,Cansalonoy,897
23670,Cansayahon,897
23671,Ilaya,897
23672,Langin,897
23673,Libo-o,897
23674,Malalay,897
23675,Palanas,897
23676,Poblacion,897
23677,Santa Cruz,897
23678,Tupas,897
23679,Vive,897
23680,Basak,898
23681,Bonbon,898
23682,Bulangsuran,898
23683,Calatagan,898
23684,Cambigong,898
23685,Canorong,898
23686,Colase,898
23687,Dalahikan,898
23688,Jumangpas,898
23689,Camburoy,898
23690,Poblacion,898
23691,San Sebastian,898
23692,Suba,898
23693,Tangbo,898
23694,Monteverde,898
23695,Balud,899
23696,Balungag,899
23697,Basak,899
23698,Bugho,899
23699,Cabatbatan,899
23700,Greenhills,899
23701,Lantawan,899
23702,Liburon,899
23703,Magsico,899
23704,Poblacion North,899
23705,Panadtaran,899
23706,Pitalo,899
23707,San Isidro,899
23708,Sangat,899
23709,Poblacion South,899
23710,Tabionan,899
23711,Tananas,899
23712,Tinubdan,899
23713,Tonggo,899
23714,Tubod,899
23715,Ilaya,899
23716,Montealegre,900
23717,Cabunga-an,900
23718,Campo,900
23719,Consuelo,900
23720,Esperanza,900
23721,Himensulan,900
23722,Northern Poblacion,900
23723,San Isidro,900
23724,Santa Cruz,900
23725,Santiago,900
23726,Sonog,900
23727,Southern Poblacion,900
23728,Unidos,900
23729,Union,900
23730,Western Poblacion,900
23731,Anapog,901
23732,Argawanon,901
23733,Bagtic,901
23734,Bancasan,901
23735,Batad,901
23736,Busogon,901
23737,Calambua,901
23738,Canagahan,901
23739,Dapdap,901
23740,Gawaygaway,901
23741,Hagnaya,901
23742,Kayam,901
23743,Kinawahan,901
23744,Lambusan,901
23745,Lawis,901
23746,Libaong,901
23747,Looc,901
23748,Luyang,901
23749,Mano,901
23750,Poblacion,901
23751,Punta,901
23752,Sab-a,901
23753,San Miguel,901
23754,Tacup,901
23755,Tambongon,901
23756,To-ong,901
23757,Victoria,901
23758,Hagdan,902
23759,Hilantagaan,902
23760,Kinatarkan,902
23761,Langub,902
23762,Maricaban,902
23763,Okoy,902
23764,Poblacion,902
23765,Balidbid,902
23766,Pooc,902
23767,Talisay,902
23768,Bunlan,903
23769,Cabutongan,903
23770,Candamiang,903
23771,Liloan,903
23772,Lip-tong,903
23773,Looc,903
23774,Pasil,903
23775,Poblacion,903
23776,Talisay,903
23777,Canlumacad,903
23778,Abugon,904
23779,Bae,904
23780,Bagacay,904
23781,Bahay,904
23782,Banlot,904
23783,Basak,904
23784,Bato,904
23785,Cagay,904
23786,Can-aga,904
23787,Candaguit,904
23788,Cantolaroy,904
23789,Dugoan,904
23790,Guimbangco-an,904
23791,Lamacan,904
23792,Libo,904
23793,Lindogon,904
23794,Magcagong,904
23795,Manatad,904
23796,Mangyan,904
23797,Papan,904
23798,Poblacion,904
23799,Sabang,904
23800,Sayao,904
23801,Simala,904
23802,Tubod,904
23803,Ampongol,905
23804,Bagakay,905
23805,Bagatayam,905
23806,Bawo,905
23807,Cabalawan,905
23808,Cabangahan,905
23809,Calumboyan,905
23810,Dakit,905
23811,Damolog,905
23812,Ibabao,905
23813,Liki,905
23814,Lubo,905
23815,Mohon,905
23816,Nahus-an,905
23817,Poblacion,905
23818,Tabunok,905
23819,Takay,905
23820,Pansoy,905
23821,Alang-alang,906
23822,Caduawan,906
23823,Kal-anan,906
23824,Camoboan,906
23825,Canaocanao,906
23826,Combado,906
23827,Daantabogon,906
23828,Ilihan,906
23829,Labangon,906
23830,Libjo,906
23831,Loong,906
23832,Mabuli,906
23833,Managase,906
23834,Manlagtang,906
23835,Maslog,906
23836,Muabog,906
23837,Pio,906
23838,Poblacion,906
23839,Salag,906
23840,Sambag,906
23841,San Isidro,906
23842,San Vicente,906
23843,Somosa,906
23844,Taba-ao,906
23845,Tapul,906
23846,Bongon,907
23847,Kanlim-ao,907
23848,Kanluhangon,907
23849,Kantubaon,907
23850,Dalid,907
23851,Mabunao,907
23852,Maravilla,907
23853,Olivo,907
23854,Poblacion,907
23855,Tabunok,907
23856,Tigbawan,907
23857,Villahermosa,907
23858,Bulacao,908
23859,Cadulawan,908
23860,Cansojong,908
23861,Dumlog,908
23862,Jaclupan,908
23863,Lagtang,908
23864,Lawaan I,908
23865,Linao,908
23866,Maghaway,908
23867,Manipis,908
23868,Mohon,908
23869,Poblacion,908
23870,Pooc,908
23871,San Isidro,908
23872,San Roque,908
23873,Tabunoc,908
23874,Tangke,908
23875,Tapul,908
23876,Biasong,908
23877,Camp IV,908
23878,Lawaan II,908
23879,Lawaan III,908
23880,Awihao,909
23881,Bagakay,909
23882,Bato,909
23883,Biga,909
23884,Bulongan,909
23885,Bunga,909
23886,Cabitoonan,909
23887,Calongcalong,909
23888,Cambang-ug,909
23889,Camp 8,909
23890,Canlumampao,909
23891,Cantabaco,909
23892,Capitan Claudio,909
23893,Carmen,909
23894,Daanglungsod,909
23895,Don Andres Soriano (Lutopan),909
23896,Dumlog,909
23897,Ibo,909
23898,Ilihan,909
23899,Landahan,909
23900,Loay,909
23901,Luray II,909
23902,"Juan Climaco, Sr. (Magdugo)",909
23903,Gen. Climaco (Malubog),909
23904,Matab-ang,909
23905,Media Once,909
23906,Pangamihan,909
23907,Poblacion,909
23908,Poog,909
23909,Putingbato,909
23910,Sagay,909
23911,Sam-ang,909
23912,Sangi,909
23913,Santo Niño (Mainggit),909
23914,Subayon,909
23915,Talavera,909
23916,Tungkay,909
23917,Tubod,909
23918,Alegria,910
23919,Amatugan,910
23920,Antipolo,910
23921,Apalan,910
23922,Bagasawe,910
23923,Bakyawan,910
23924,Bangkito,910
23925,Bulwang,910
23926,Kabangkalan,910
23927,Kalangahan,910
23928,Kamansi,910
23929,Kan-an,910
23930,Kanlunsing,910
23931,Kansi,910
23932,Caridad,910
23933,Carmelo,910
23934,Cogon,910
23935,Colonia,910
23936,Daan Lungsod,910
23937,Fortaliza,910
23938,Ga-ang,910
23939,Gimama-a,910
23940,Jagbuaya,910
23941,Kabkaban,910
23942,Kagba-o,910
23943,Kampoot,910
23944,Kaorasan,910
23945,Libo,910
23946,Lusong,910
23947,Macupa,910
23948,Mag-alwa,910
23949,Mag-antoy,910
23950,Mag-atubang,910
23951,Maghan-ay,910
23952,Mangga,910
23953,Marmol,910
23954,Molobolo,910
23955,Montealegre,910
23956,Putat,910
23957,San Juan,910
23958,Sandayong,910
23959,Santo Niño,910
23960,Siotes,910
23961,Sumon,910
23962,Tominjao,910
23963,Tomugpa,910
23964,Barangay I (Pob.),910
23965,Barangay II (Pob.),910
23966,Barangay III (Pob.),910
23967,Barangay IV (Pob.),910
23968,Barangay V (Pob.),910
23969,Barangay VI (Pob.),910
23970,Barangay VII (Pob.),910
23971,Barangay VIII (Pob.),910
23972,Buenavista,911
23973,Calmante,911
23974,Daan Secante,911
23975,General,911
23976,McArthur,911
23977,Northern Poblacion,911
23978,Puertobello,911
23979,Santander,911
23980,Secante Bag-o,911
23981,Southern Poblacion,911
23982,Villahermosa,911
23983,Bio-os,912
23984,Jantianon,912
23985,Jugno,912
23986,Mag-abo,912
23987,Poblacion,912
23988,Silab,912
23989,Tambojangin,912
23990,Tandayag,912
23991,Amdus,913
23992,Jandalamanon,913
23993,Anibong,913
23994,Atabay,913
23995,Awa-an,913
23996,Ban-ban,913
23997,Calagcalag,913
23998,Candana-ay,913
23999,Carol-an,913
24000,Gomentoc,913
24001,Inacban,913
24002,Iniban,913
24003,Kilaban,913
24004,Lamigan,913
24005,Maaslum,913
24006,Mabato,913
24007,Manogtong,913
24008,Nabhang,913
24009,Tambo,913
24010,Tampocon I,913
24011,Tampocon II,913
24012,Tibyawan,913
24013,Tiguib,913
24014,Poblacion,913
24015,Balayagmanok,914
24016,Banilad,914
24017,Buntis,914
24018,Buntod,914
24019,Calangag,914
24020,Combado,914
24021,Doldol,914
24022,Isugan,914
24023,Liptong,914
24024,Lutao,914
24025,Magsuhot,914
24026,Malabago,914
24027,Mampas,914
24028,North Poblacion,914
24029,Sacsac,914
24030,San Miguel,914
24031,South Poblacion,914
24032,Sulodpan,914
24033,Timbanga,914
24034,Timbao,914
24035,Tubod,914
24036,West Poblacion,914
24037,Barangay I (Pob.),915
24038,Barangay II (Pob.),915
24039,Basak,915
24040,Biñohon,915
24041,Cabanlutan,915
24042,Calasga-an,915
24043,Cambagahan,915
24044,Cambaguio,915
24045,Cambanjao,915
24046,Cambuilao,915
24047,Canlargo,915
24048,Capiñahan,915
24049,Consolacion,915
24050,Dansulan,915
24051,Hangyad,915
24052,La Paz,915
24053,Lo-oc,915
24054,Lonoy,915
24055,Mabunao,915
24056,Manlipac,915
24057,Mansangaban,915
24058,Okiot,915
24059,Olympia,915
24060,Panala-an,915
24061,Panam-angan,915
24062,Rosario,915
24063,Sab-ahan,915
24064,San Isidro,915
24065,Katacgahan (Tacgahan),915
24066,Tagpo,915
24067,Talungon,915
24068,Tamisu,915
24069,Tamogong,915
24070,Tangculogan,915
24071,Valencia,915
24072,Actin,916
24073,Bal-os,916
24074,Bongalonan,916
24075,Cabalayongan,916
24076,Cabatuanan,916
24077,Linantayan,916
24078,Maglinao,916
24079,Nagbo-alao,916
24080,Olandao,916
24081,Poblacion,916
24082,Ali-is,917
24083,Banaybanay,917
24084,Banga,917
24085,Villasol (Bato),917
24086,Boyco,917
24087,Bugay,917
24088,Cansumalig,917
24089,Dawis,917
24090,Kalamtukan,917
24091,Kalumboyan,917
24092,Malabugas,917
24093,Mandu-ao,917
24094,Maninihon,917
24095,Minaba,917
24096,Nangka,917
24097,Narra,917
24098,Pagatban,917
24099,Poblacion,917
24100,San Jose,917
24101,San Miguel,917
24102,San Roque,917
24103,Suba (Pob.),917
24104,Tabuan,917
24105,Tayawan,917
24106,Tinago (Pob.),917
24107,Ubos (Pob.),917
24108,Villareal,917
24109,San Isidro,917
24110,Atotes,918
24111,Batangan,918
24112,Bulod,918
24113,Cabcaban,918
24114,Cabugan,918
24115,Camudlas,918
24116,Canluto,918
24117,Danao,918
24118,Danawan,918
24119,Domolog,918
24120,Malaga,918
24121,Manseje,918
24122,Matobato,918
24123,Nagcasunog,918
24124,Nalundan,918
24125,Pangalaycayan,918
24126,Peñahan,918
24127,Poblacion (Payabon),918
24128,Salong,918
24129,Tagaytay,918
24130,Tinaogan,918
24131,Tubod,918
24132,Bayog,919
24133,Binalbagan,919
24134,Bucalan (East Budsalan),919
24135,Linothangan,919
24136,Lumapao,919
24137,Malaiba,919
24138,Masulog,919
24139,Panubigan,919
24140,Mabigo (Pob.),919
24141,Pula,919
24142,Budlasan (West Budlasan),919
24143,Ninoy Aquino,919
24144,Anahawan,920
24145,Apo Island,920
24146,Bagacay,920
24147,Baslay,920
24148,Batuhon Dacu,920
24149,Boloc-boloc,920
24150,Bulak,920
24151,Bunga,920
24152,Casile,920
24153,Libjo,920
24154,Lipayo,920
24155,Maayongtubig,920
24156,Mag-aso,920
24157,Magsaysay,920
24158,Malongcay Dacu,920
24159,Masaplod Norte,920
24160,Masaplod Sur,920
24161,Panubtuban,920
24162,Poblacion I,920
24163,Poblacion II,920
24164,Poblacion III,920
24165,Tugawe,920
24166,Tunga-tunga,920
24167,Bagacay,921
24168,Bajumpandan,921
24169,Balugo,921
24170,Banilad,921
24171,Bantayan,921
24172,Batinguel,921
24173,Bunao,921
24174,Cadawinonan,921
24175,Calindagan,921
24176,Camanjac,921
24177,Candau-ay,921
24178,Cantil-e,921
24179,Daro,921
24180,Junob,921
24181,Looc,921
24182,Mangnao-Canal,921
24183,Motong,921
24184,Piapi,921
24185,Poblacion No. 1 (Barangay 1),921
24186,Poblacion No. 2 (Barangay 2),921
24187,Poblacion No. 3 (Barangay 3),921
24188,Poblacion No. 4 (Barangay 4),921
24189,Poblacion No. 5 (Barangay 5),921
24190,Poblacion No. 6 (Barangay 6),921
24191,Poblacion No. 7 (Barangay 7),921
24192,Poblacion No. 8 (Barangay 8),921
24193,Pulantubig,921
24194,Tabuctubig,921
24195,Taclobo,921
24196,Talay,921
24197,Bakid,922
24198,Balogo,922
24199,Banwaque,922
24200,Basak,922
24201,Binobohan,922
24202,Buenavista,922
24203,Bulado,922
24204,Calamba,922
24205,Calupa-an,922
24206,Hibaiyo,922
24207,Hilaitan,922
24208,Hinakpan,922
24209,Humayhumay,922
24210,Imelda,922
24211,Kagawasan,922
24212,Linantuyan,922
24213,Luz,922
24214,Mabunga,922
24215,Mckinley,922
24216,Nagsaha,922
24217,Magsaysay,922
24218,Malusay,922
24219,Maniak,922
24220,Padre Zamora,922
24221,Plagatasanon,922
24222,Planas,922
24223,Poblacion,922
24224,Sandayao,922
24225,Tacpao,922
24226,Tinayunan Beach,922
24227,Tinayunan Hill,922
24228,Trinidad,922
24229,Villegas,922
24230,Aglahug,923
24231,Agutayon,923
24232,Apanangon,923
24233,Bae,923
24234,Bala-as,923
24235,Bangcal,923
24236,Banog,923
24237,Buto,923
24238,Cabang,923
24239,Camandayon,923
24240,Cangharay,923
24241,Canlahao,923
24242,Dayoyo,923
24243,Eli,923
24244,Lacaon,923
24245,Mahanlud,923
24246,Malabago,923
24247,Mambaid,923
24248,Mongpong,923
24249,Owacan,923
24250,Pacuan,923
24251,Panglaya-an,923
24252,North Poblacion,923
24253,South Poblacion,923
24254,Polopantao,923
24255,Sampiniton,923
24256,Talamban,923
24257,Tamao,923
24258,Aniniaw,924
24259,Aya,924
24260,Bagtic,924
24261,Biga-a,924
24262,Busilak,924
24263,Cangabo,924
24264,Cantupa,924
24265,Eli,924
24266,Guihob,924
24267,Kansumandig,924
24268,Mambulod,924
24269,Mandapaton,924
24270,Manghulyawon,924
24271,Manluminsag,924
24272,Mapalasan,924
24273,Maragondong,924
24274,Martilo,924
24275,Nasungan,924
24276,Pacuan,924
24277,Pangca,924
24278,Pisong,924
24279,Pitogo,924
24280,Poblacion North,924
24281,Poblacion South,924
24282,San Jose,924
24283,Solongon,924
24284,Tala-on,924
24285,Talayong,924
24286,Elecia (Talostos),924
24287,Abis,925
24288,Arebasore,925
24289,Bagtic,925
24290,Banban,925
24291,Barras,925
24292,Bato,925
24293,Bugnay,925
24294,Bulibulihan,925
24295,Bulwang,925
24296,Campanun-an,925
24297,Canggohob,925
24298,Cansal-ing,925
24299,Dagbasan,925
24300,Dahile,925
24301,Himocdongon,925
24302,Hagtu,925
24303,Inapoy,925
24304,Lamdas,925
24305,Lumbangan,925
24306,Luyang,925
24307,Manlingay,925
24308,Mayaposi,925
24309,Napasu-an,925
24310,New Namangka,925
24311,Old Namangka,925
24312,Pandanon,925
24313,Paniabonan,925
24314,Pantao,925
24315,Poblacion,925
24316,Samac,925
24317,Tadlong,925
24318,Tara,925
24319,Alangilanan,926
24320,Bagtic,926
24321,Balaas,926
24322,Bantolinao,926
24323,Bolisong,926
24324,Butong,926
24325,Campuyo,926
24326,Candabong,926
24327,Concepcion,926
24328,Dungo-an,926
24329,Kauswagan,926
24330,Libjo,926
24331,Lamogong,926
24332,Maaslum,926
24333,Mandalupang,926
24334,Panciao,926
24335,Poblacion,926
24336,Sac-sac,926
24337,Salvacion,926
24338,San Isidro,926
24339,San Jose,926
24340,Santa Monica,926
24341,Suba,926
24342,Sundo-an,926
24343,Tanglad,926
24344,Tubod,926
24345,Tupas,926
24346,Abante,927
24347,Balayong,927
24348,Banawe,927
24349,Datagon,927
24350,Fatima,927
24351,Inawasan,927
24352,Magsusunog,927
24353,Malalangsi,927
24354,Mamburao,927
24355,Mangoto,927
24356,Poblacion,927
24357,San Isidro,927
24358,Santa Agueda,927
24359,Simborio,927
24360,Yupisan,927
24361,Calicanan,927
24362,Basak,928
24363,Basiao,928
24364,Cambaloctot,928
24365,Cancawas,928
24366,Janayjanay,928
24367,Jilocon,928
24368,Naiba,928
24369,Poblacion,928
24370,San Roque,928
24371,Santo Niño,928
24372,Señora Ascion (Calo),928
24373,Siapo,928
24374,Tampi,928
24375,Tapon Norte,928
24376,Alangilan,929
24377,Amio,929
24378,Buenavista,929
24379,Kabulacan,929
24380,Caigangan,929
24381,Caranoche,929
24382,Cawitan,929
24383,Fatima,929
24384,Mabuhay,929
24385,Manalongon,929
24386,Mansagomayon,929
24387,Milagrosa,929
24388,Nagbinlod,929
24389,Nagbalaye,929
24390,Obat,929
24391,Poblacion,929
24392,San Francisco,929
24393,San Jose,929
24394,San Miguel,929
24395,San Pedro,929
24396,Santo Rosario,929
24397,Talalak,929
24398,Albiga,930
24399,Apoloy,930
24400,Bonawon,930
24401,Bonbonon,930
24402,Cabangahan,930
24403,Canaway,930
24404,Casala-an,930
24405,Caticugan,930
24406,Datag,930
24407,Giliga-on,930
24408,Inalad,930
24409,Malabuhan,930
24410,Maloh,930
24411,Mantiquil,930
24412,Mantuyop,930
24413,Napacao,930
24414,Poblacion I,930
24415,Poblacion II,930
24416,Poblacion III,930
24417,Poblacion IV,930
24418,Salag,930
24419,San Jose,930
24420,Sandulot,930
24421,Si-it,930
24422,Sumaliring,930
24423,Tayak,930
24424,Agan-an,931
24425,Ajong,931
24426,Balugo,931
24427,Bolocboloc,931
24428,Calabnugan,931
24429,Cangmating,931
24430,Enrique Villanueva,931
24431,Looc,931
24432,Magatas,931
24433,Maningcao,931
24434,Maslog,931
24435,Poblacion,931
24436,San Antonio,931
24437,Tubigon,931
24438,Tubtubon,931
24439,Azagra,932
24440,Bahi-an,932
24441,Luca,932
24442,Manipis,932
24443,Novallas,932
24444,Obogon,932
24445,Pal-ew,932
24446,Poblacion I (Barangay 1),932
24447,Poblacion II (Barangay 2),932
24448,Poblacion III (Barangay 3),932
24449,Poblacion IV (Barangay 4),932
24450,Poblacion V (Barangay 5),932
24451,Poblacion VI (Barangay 6),932
24452,Poblacion VII (Barangay 7),932
24453,Poblacion VIII (Barangay 8),932
24454,Poblacion IX (Barangay 9),932
24455,Polo,932
24456,San Isidro,932
24457,San Jose,932
24458,San Miguel,932
24459,Santa Cruz Nuevo,932
24460,Santa Cruz Viejo,932
24461,Santo Niño,932
24462,Tugas,932
24463,Bacong,933
24464,Bago,933
24465,Banga,933
24466,Cabulotan,933
24467,Cambaye,933
24468,Dalaupon,933
24469,Guincalaban,933
24470,Ilaya-Tayasan,933
24471,Jilabangan,933
24472,Lag-it,933
24473,Linao,933
24474,Lutay,933
24475,Maglihe,933
24476,Matauta,933
24477,Magtuhao,933
24478,Matuog,933
24479,Numnum,933
24480,Palaslan,933
24481,Pindahan,933
24482,Pinalubngan,933
24483,Pinocawan,933
24484,Poblacion,933
24485,Santa Cruz,933
24486,Saying,933
24487,Suquib,933
24488,Tamao,933
24489,Tambulan,933
24490,Tanlad,933
24491,Apolong,934
24492,Balabag East,934
24493,Balabag West,934
24494,Balayagmanok,934
24495,Balili,934
24496,Balugo,934
24497,Bongbong,934
24498,Bong-ao,934
24499,Calayugan,934
24500,Cambucad,934
24501,Dobdob,934
24502,Jawa,934
24503,Caidiocan,934
24504,Liptong,934
24505,Lunga,934
24506,Malabo,934
24507,Malaunay,934
24508,Mampas,934
24509,Palinpinon,934
24510,North Poblacion,934
24511,South Poblacion,934
24512,Puhagan,934
24513,Pulangbato,934
24514,Sagbang,934
24515,Bagawines,935
24516,Bairan,935
24517,Don Espiridion Villegas,935
24518,Guba,935
24519,Cabulihan,935
24520,Macapso,935
24521,Malangsa,935
24522,Molobolo,935
24523,Maglahos,935
24524,Pinocawan,935
24525,Poblacion,935
24526,Puan,935
24527,Tabon,935
24528,Tagbino,935
24529,Ulay,935
24530,Basac,936
24531,Calango,936
24532,Lotuban,936
24533,Malongcay Diot,936
24534,Maluay,936
24535,Mayabon,936
24536,Nabago,936
24537,Nasig-id,936
24538,Najandig,936
24539,Poblacion,936
24540,Balolong,937
24541,Bino-ongan,937
24542,Bitaug,937
24543,Bolot,937
24544,Camogao,937
24545,Cangmangki,937
24546,Libo,937
24547,Lomangcapan,937
24548,Lotloton,937
24549,Manan-ao,937
24550,Olave,937
24551,Parian,937
24552,Poblacion,937
24553,Tulapos,937
24554,Bagacay,938
24555,Balolang,938
24556,Basac,938
24557,Bintangan,938
24558,Bontod,938
24559,Cabulihan,938
24560,Calunasan,938
24561,Candigum,938
24562,Cang-allas,938
24563,Cang-apa,938
24564,Cangbagsa,938
24565,Cangmalalag,938
24566,Canlambo,938
24567,Canlasog,938
24568,Catamboan,938
24569,Helen (Datag),938
24570,Nonoc,938
24571,North Poblacion,938
24572,South Poblacion,938
24573,Ponong,938
24574,Sabang,938
24575,Sandugan,938
24576,Taculing,938
24577,Campalanas,939
24578,Cangclaran,939
24579,Cangomantong,939
24580,Capalasanan,939
24581,Catamboan (Pob.),939
24582,Gabayan,939
24583,Kimba,939
24584,Kinamandagan,939
24585,Lower Cabangcalan,939
24586,Nagerong,939
24587,Po-o,939
24588,Simacolong,939
24589,Tagmanocan,939
24590,Talayong,939
24591,Tigbawan (Pob.),939
24592,Tignao,939
24593,Upper Cabangcalan,939
24594,Ytaya,939
24595,Bogo,940
24596,Bonga,940
24597,Cabal-asan,940
24598,Calunasan,940
24599,Candaping A,940
24600,Candaping B,940
24601,Cantaroc A,940
24602,Cantaroc B,940
24603,Cantugbas,940
24604,Lico-an,940
24605,Lilo-an,940
24606,Looc,940
24607,Logucan,940
24608,Minalulan,940
24609,Nabutay,940
24610,Olang,940
24611,Pisong A,940
24612,Pisong B,940
24613,Poblacion Norte,940
24614,Poblacion Sur,940
24615,Saguing,940
24616,Sawang,940
24617,Canasagan,941
24618,Candura,941
24619,Cangmunag,941
24620,Cansayang,941
24621,Catulayan,941
24622,Lala-o,941
24623,Maite,941
24624,Napo,941
24625,Paliton,941
24626,Poblacion,941
24627,Solangon,941
24628,Tag-ibo,941
24629,Tambisan,941
24630,Timbaon,941
24631,Tubod,941
24632,Banban,942
24633,Bolos,942
24634,Caipilan,942
24635,Caitican,942
24636,Calalinan,942
24637,Cang-atuyom,942
24638,Canal,942
24639,Candanay Norte,942
24640,Candanay Sur,942
24641,Cang-adieng,942
24642,Cang-agong,942
24643,Cang-alwang,942
24644,Cang-asa,942
24645,Cang-inte,942
24646,Cang-isad,942
24647,Canghunoghunog,942
24648,Cangmatnog,942
24649,Cangmohao,942
24650,Cantabon,942
24651,Caticugan,942
24652,Dumanhog,942
24653,Ibabao,942
24654,Lambojon,942
24655,Luyang,942
24656,Luzong,942
24657,Olo,942
24658,Pangi,942
24659,Panlautan,942
24660,Pasihagon,942
24661,Pili,942
24662,Poblacion,942
24663,Polangyuta,942
24664,Ponong,942
24665,Sabang,942
24666,San Antonio,942
24667,Songculan,942
24668,Tacdog,942
24669,Tacloban,942
24670,Tambisan,942
24671,Tebjong,942
24672,Tinago,942
24673,Tongo,942
24674,Aguinaldo,943
24675,Balud (Pob.),943
24676,Bato (San Luis),943
24677,Beri,943
24678,Bigo,943
24679,Buenavista,943
24680,Cagsalay,943
24681,Campacion,943
24682,Carapdapan,943
24683,Casidman,943
24684,Catumsan,943
24685,Central (Pob.),943
24686,Concepcion,943
24687,Garden (Pob.),943
24688,Inayawan,943
24689,Macarthur,943
24690,Rawis (Pob.),943
24691,Tangbo,943
24692,Tawagan,943
24693,Tebalawon,943
24694,Bacjao,944
24695,Cag-olango,944
24696,Cansumangcay,944
24697,Guinmaayohan,944
24698,Barangay Poblacion I,944
24699,Barangay Poblacion II,944
24700,Barangay Poblacion III,944
24701,Barangay Poblacion IV,944
24702,Barangay Poblacion V,944
24703,Barangay Poblacion VI,944
24704,San Miguel,944
24705,Santa Rosa,944
24706,Maybunga,944
24707,Balogo,945
24708,Bangon,945
24709,Cabay,945
24710,Caisawan,945
24711,Cantubi,945
24712,General Malvar,945
24713,Guinpoliran,945
24714,Julag,945
24715,Magsaysay,945
24716,Maramag,945
24717,Poblacion I,945
24718,Poblacion II,945
24719,Poblacion III,945
24720,Poblacion IV,945
24721,Poblacion V,945
24722,Alang-alang,946
24723,Amantacop,946
24724,Ando,946
24725,Balacdas,946
24726,Balud,946
24727,Banuyo,946
24728,Baras,946
24729,Bato,946
24730,Bayobay,946
24731,Benowangan,946
24732,Bugas,946
24733,Cabalagnan,946
24734,Cabong,946
24735,Cagbonga,946
24736,Calico-an,946
24737,Calingatngan,946
24738,Campesao,946
24739,Can-abong,946
24740,Can-aga,946
24741,Camada,946
24742,Canjaway,946
24743,Canlaray,946
24744,Canyopay,946
24745,Divinubo,946
24746,Hebacong,946
24747,Hindang,946
24748,Lalawigan,946
24749,Libuton,946
24750,Locso-on,946
24751,Maybacong,946
24752,Maypangdan,946
24753,Pepelitan,946
24754,Pinanag-an,946
24755,Purok D1 (Pob.),946
24756,Purok A (Pob.),946
24757,Purok B (Pob.),946
24758,Purok C (Pob.),946
24759,Purok D2 (Pob.),946
24760,Purok E (Pob.),946
24761,Purok F (Pob.),946
24762,Purok G (Pob.),946
24763,Purok H (Pob.),946
24764,Punta Maria,946
24765,Sabang North,946
24766,Sabang South,946
24767,San Andres,946
24768,San Gabriel,946
24769,San Gregorio,946
24770,San Jose,946
24771,San Mateo,946
24772,San Pablo,946
24773,San Saturnino,946
24774,Santa Fe,946
24775,Siha,946
24776,Songco,946
24777,Sohutan,946
24778,Suribao,946
24779,Surok,946
24780,Taboc,946
24781,Tabunan,946
24782,Tamoso,946
24783,Balagon,947
24784,Baruk,947
24785,Boco,947
24786,Caghalong,947
24787,Camantang,947
24788,Can-ilay,947
24789,Cansangaya,947
24790,Canteros,947
24791,Carolina,947
24792,Guibuangan,947
24793,Jepaco,947
24794,Mabuhay,947
24795,Malogo,947
24796,Obong,947
24797,Pandol,947
24798,Barangay 1 Poblacion,947
24799,Barangay 10 Poblacion,947
24800,Barangay 2 Poblacion,947
24801,Barangay 3 Poblacion,947
24802,Barangay 4 Poblacion,947
24803,Barangay 5 Poblacion,947
24804,Barangay 6 Poblacion,947
24805,Barangay 7 Poblacion,947
24806,Barangay 8 Poblacion,947
24807,Barangay 9 Poblacion,947
24808,Salvacion,947
24809,Solong,947
24810,Rawis,947
24811,Aroganga,948
24812,Magongbong,948
24813,Buenavista,948
24814,Cabago-an,948
24815,Caglao-an,948
24816,Cagtabon,948
24817,Dampigan,948
24818,Dapdap,948
24819,Del Pilar,948
24820,Denigpian,948
24821,Gap-ang,948
24822,Japitan,948
24823,Jicontol,948
24824,Hilabaan,948
24825,Hinolaso,948
24826,Libertad,948
24827,Magsaysay,948
24828,Malobago,948
24829,Osmeña,948
24830,Barangay 1 (Pob.),948
24831,Barangay 10 (Pob.),948
24832,Barangay 11 (Pob.),948
24833,Barangay 12 (Pob.),948
24834,Barangay 13 (Pob.),948
24835,Barangay 14 (Pob.),948
